k;alpha;nPayments;End Epoch;DeployGas;StartConfirmGas;MaxConfirmGas;MinConfirmGas;PayGas
80;8;12;Yes;5134990;2416083;65056;50056;1313813
80;8;13;No;5134990;618810;65056;50056;561621
80;8;13;Yes;5134990;2458138;65056;50056;1325743
80;8;14;No;5134990;660876;65056;50056;573551
80;8;14;Yes;5134990;2500205;65056;50056;1337673
80;8;15;No;5134990;702943;65056;50056;585481
80;8;15;Yes;5134990;2542272;65056;50056;1349603
80;8;16;No;5134990;745009;65056;50056;597411
80;8;16;Yes;5134990;2584339;65056;50056;1361533
80;8;17;No;5134990;787063;65056;50056;609341
80;8;17;Yes;5134990;2626394;65056;50056;1373463
80;8;18;No;5134990;829142;65056;50056;621271
80;8;18;Yes;5134990;2668473;65056;50056;1385393
80;8;19;No;5134990;871196;65056;50056;633201
80;8;19;Yes;5134990;2710528;65056;50056;1397323
80;8;20;No;5134990;913275;65056;50056;645131
80;8;20;Yes;5134990;2752607;65056;50056;1409253
80;8;21;No;5134990;955329;65056;50056;657061
80;8;21;Yes;5134990;2794662;65056;50056;1421183
80;8;22;No;5134990;997407;65056;50056;668991
80;8;22;Yes;5134990;2836741;65056;50056;1433113
80;8;23;No;5134990;1039474;65056;50056;680921
80;8;23;Yes;5134990;2878809;65056;50056;1445043
80;8;24;No;5134990;1081540;65056;50056;692851
80;8;24;Yes;5134990;2920876;65056;50056;1456973
80;8;25;No;5134990;1123595;65056;50056;704781
80;8;25;Yes;5134990;2962931;65056;50056;1468903
80;8;26;No;5134990;1165661;65056;50056;716711
80;8;26;Yes;5134990;3004998;65056;50056;1480833
80;8;27;No;5134990;1207716;65056;50056;728641
80;8;27;Yes;5134990;3047053;65056;50056;1492763
80;8;28;No;5134990;1249794;65056;50056;740571
80;8;28;Yes;5134990;3089132;65056;50056;1504693
80;8;29;No;5134990;1291849;65056;50056;752501
80;8;29;Yes;5134990;3131188;65056;50056;1516623
80;8;30;No;5134990;1333927;65056;50056;764431
80;8;30;Yes;5134990;3173267;65056;50056;1528553
80;8;31;No;5134990;1375994;65056;50056;776361
80;8;31;Yes;5134990;3215334;65056;50056;1540483
80;8;32;No;5134990;1418060;65056;50056;788291
80;8;32;Yes;5134990;3257401;65056;50056;1552413
80;8;33;No;5134990;1460115;65056;50056;800221
80;8;33;Yes;5134990;3299457;65056;50056;1564343
80;8;34;No;5134990;1502194;65056;50056;812151
80;8;34;Yes;5134990;3341536;65056;50056;1576273
80;8;35;No;5134990;1544248;65056;50056;824081
80;8;35;Yes;5134990;3383591;65056;50056;1588203
80;8;36;No;5134990;1586327;65056;50056;836011
80;8;36;Yes;5134990;3425671;65056;50056;1600133
80;8;37;No;5134990;1628382;65056;50056;847941
80;8;37;Yes;5134990;3467726;65056;50056;1612063
80;8;38;No;5134990;1670460;65056;50056;859871
80;8;38;Yes;5134990;3509805;65056;50056;1623993
80;8;39;No;5134990;1712527;65056;50056;871801
80;8;39;Yes;5134990;3551873;65056;50056;1635923
80;8;40;No;5134990;1754594;65056;50056;883731
80;8;40;Yes;5134990;3593940;65056;50056;1647853
80;8;41;No;5134990;1796648;65056;50056;895661
80;8;41;Yes;5134990;3635995;65056;50056;1659783
80;8;42;No;5134990;1838727;65056;50056;907591
80;8;42;Yes;5134990;3678075;65056;50056;1671713
80;8;43;No;5134990;1880782;65056;50056;919521
80;8;43;Yes;5134990;3720130;65056;50056;1683643
80;8;44;No;5134990;1922861;65056;50056;931451
80;8;44;Yes;5134990;3762210;65056;50056;1695573
80;8;45;No;5134990;1964915;65056;50056;943381
80;8;45;Yes;5134990;3804265;65056;50056;1707503
80;8;46;No;5134990;2006994;65056;50056;955311
80;8;46;Yes;5134990;3846345;65056;50056;1719433
80;8;47;No;5134990;2049061;65056;50056;967241
80;8;47;Yes;5134990;3888412;65056;50056;1731363
80;8;48;No;5134990;2091128;65056;50056;979171
80;8;48;Yes;5134990;3930480;65056;50056;1743293
80;8;49;No;5134990;2133183;65056;50056;991101
80;8;49;Yes;5134990;3972535;65056;50056;1755223
80;8;50;No;5134990;2175262;65056;50056;1003031
80;8;50;Yes;5134990;4014615;65056;50056;1767153
80;8;51;No;5134990;2217316;65056;50056;1014961
80;8;51;Yes;5134990;4056670;65056;50056;1779083
80;8;52;No;5134990;2259395;65056;50056;1026891
80;8;52;Yes;5134990;4098750;65056;50056;1791013
80;8;53;No;5134990;2301450;65056;50056;1038821
80;8;53;Yes;5134990;4140806;65056;50056;1802943
80;8;54;No;5134990;2343529;65056;50056;1050751
80;8;54;Yes;5134990;4182885;65056;50056;1814873
80;8;55;No;5134990;2385596;65056;50056;1062681
80;8;55;Yes;5134990;4224953;65056;50056;1826803
80;8;56;No;5134990;2427663;65056;50056;1074611
80;8;56;Yes;5134990;4267020;65056;50056;1838733
80;8;57;No;5134990;2469718;65056;50056;1086541
80;8;57;Yes;5134990;4309076;65056;50056;1850663
80;8;58;No;5134990;2511797;65056;50056;1098471
80;8;58;Yes;5134990;4351156;65056;50056;1862593
80;8;59;No;5134990;2553852;65056;50056;1110401
80;8;59;Yes;5134990;4393211;65056;50056;1874523
80;8;60;No;5134990;2595931;65056;50056;1122331
80;8;60;Yes;5134990;4435291;65056;50056;1886453
80;8;61;No;5134990;2637986;65056;50056;1134261
80;8;61;Yes;5134990;4477347;65056;50056;1898383
80;8;62;No;5134990;2680065;65056;50056;1146191
80;8;62;Yes;5134990;4519427;65056;50056;1910313
80;8;63;No;5134990;2722132;65056;50056;1158121
80;8;63;Yes;5134990;4561494;65056;50056;1922243
80;8;64;No;5134990;2764199;65056;50056;1170051
80;8;64;Yes;5134990;4603562;65056;50056;1934173
80;8;65;No;5134990;2806254;65056;50056;1181981
80;8;65;Yes;5134990;4645618;65056;50056;1946103
80;8;66;No;5134990;2848333;65056;50056;1193911
80;8;66;Yes;5134990;4687698;65056;50056;1958033
80;8;67;No;5134990;2890377;65056;50056;1205841
80;8;67;Yes;5134990;4729742;65056;50056;1969963
80;8;68;No;5134990;2932456;65056;50056;1217771
80;8;68;Yes;5134990;4771821;65056;50056;1981893
80;8;69;No;5134990;2974511;65056;50056;1229701
80;8;69;Yes;5134990;4813877;65056;50056;1993823
80;8;70;No;5134990;3016590;65056;50056;1241631
80;8;70;Yes;5134990;4855957;65056;50056;2005753
80;8;71;No;5134990;3058657;65056;50056;1253561
80;8;71;Yes;5134990;4898025;65056;50056;2017683
80;8;72;No;5134990;3100724;65056;50056;1265491
80;8;72;Yes;5134990;4940093;65056;50056;2029613
80;8;73;No;5134990;3142780;65056;50056;1277421
80;8;73;Yes;5134990;4982149;65056;50056;2041543
80;8;74;No;5134990;3184859;65056;50056;1289351
80;8;74;Yes;5134990;5024229;65056;50056;2053473
80;8;75;No;5134990;3226914;65056;50056;1301281
80;8;75;Yes;5134990;5066285;65056;50056;2065403
80;8;76;No;5134990;3268993;65056;50056;1313211
80;8;76;Yes;5134990;5108365;65056;50056;2077333
80;8;77;No;5134990;3311049;65056;50056;1325141
80;8;77;Yes;5134990;5150421;65056;50056;2089263
80;8;78;No;5134990;3353128;65056;50056;1337071
80;8;78;Yes;5134990;5192501;65056;50056;2101193
80;8;79;No;5134990;3395195;65056;50056;1349001
80;8;79;Yes;5134990;5234569;65056;50056;2113123
80;8;80;No;5134990;3437263;65056;50056;1360931
80;8;80;Yes;5134990;5276637;65056;50056;2125053
80;8;81;No;5134990;3479318;65056;50056;1372861
80;8;81;Yes;5134990;5318693;65056;50056;2136983
80;8;82;No;5134990;3521373;65056;50056;1384791
80;8;82;Yes;5134990;5360749;65056;50056;2148913
80;8;83;No;5134990;3563429;65056;50056;1396721
80;8;83;Yes;5134990;5402805;65056;50056;2160843
80;8;84;No;5134990;3605508;65056;50056;1408651
80;8;84;Yes;5134990;5444885;65056;50056;2172773
80;8;85;No;5134990;3647563;65056;50056;1420581
80;8;85;Yes;5134990;5486941;65056;50056;2184703
80;8;86;No;5134990;3689643;65056;50056;1432511
80;8;86;Yes;5134990;5529021;65056;50056;2196633
80;8;87;No;5134990;3731710;65056;50056;1444441
80;8;87;Yes;5134990;5571089;65056;50056;2208563
80;8;88;No;5134990;3773778;65056;50056;1456371
80;8;88;Yes;5134990;5613157;65056;50056;2220493
80;16;1;No;5490890;114004;65056;50056;453101
80;16;1;Yes;5490890;2117039;65056;50056;1286032
80;16;2;No;5490890;156082;65056;50056;465031
80;16;2;Yes;5490890;2159118;65056;50056;1297962
80;16;3;No;5490890;198148;65056;50056;476961
80;16;3;Yes;5490890;2201184;65056;50056;1309892
80;16;4;No;5490890;240226;65056;50056;488891
80;16;4;Yes;5490890;2243263;65056;50056;1321822
80;16;5;No;5490890;282280;65056;50056;500821
80;16;5;Yes;5490890;2285318;65056;50056;1333752
80;16;6;No;5490890;324359;65056;50056;512751
80;16;6;Yes;5490890;2327397;65056;50056;1345682
80;16;7;No;5490890;366425;65056;50056;524681
80;16;7;Yes;5490890;2369464;65056;50056;1357612
80;16;8;No;5490890;408479;65056;50056;536611
80;16;8;Yes;5490890;2411519;65056;50056;1369542
80;16;9;No;5490890;450533;65056;50056;548541
80;16;9;Yes;5490890;2453574;65056;50056;1381472
80;16;10;No;5490890;492611;65056;50056;560471
80;16;10;Yes;5490890;2495653;65056;50056;1393402
80;16;11;No;5490890;534666;65056;50056;572401
80;16;11;Yes;5490890;2537708;65056;50056;1405332
80;16;12;No;5490890;576744;65056;50056;584331
80;16;12;Yes;5490890;2579787;65056;50056;1417262
80;16;13;No;5490890;618798;65056;50056;596261
80;16;13;Yes;5490890;2621842;65056;50056;1429192
80;16;14;No;5490890;660876;65056;50056;608191
80;16;14;Yes;5490890;2663921;65056;50056;1441122
80;16;15;No;5490890;702943;65056;50056;620121
80;16;15;Yes;5490890;2705988;65056;50056;1453052
80;16;16;No;5490890;745009;65056;50056;632051
80;16;16;Yes;5490890;2748055;65056;50056;1464982
80;16;17;No;5490890;787063;65056;50056;643981
80;16;17;Yes;5490890;2790110;65056;50056;1476912
80;16;18;No;5490890;829142;65056;50056;655911
80;16;18;Yes;5490890;2832189;65056;50056;1488842
80;16;19;No;5490890;871196;65056;50056;667841
80;16;19;Yes;5490890;2874245;65056;50056;1500772
80;16;20;No;5490890;913275;65056;50056;679771
80;16;20;Yes;5490890;2916324;65056;50056;1512702
80;16;21;No;5490890;955329;65056;50056;691701
80;16;21;Yes;5490890;2958379;65056;50056;1524632
80;16;22;No;5490890;997407;65056;50056;703631
80;16;22;Yes;5490890;3000458;65056;50056;1536562
80;16;23;No;5490890;1039474;65056;50056;715561
80;16;23;Yes;5490890;3042525;65056;50056;1548492
80;16;24;No;5490890;1081540;65056;50056;727491
80;16;24;Yes;5490890;3084592;65056;50056;1560422
80;16;25;No;5490890;1123595;65056;50056;739421
80;16;25;Yes;5490890;3126648;65056;50056;1572352
80;16;26;No;5490890;1165673;65056;50056;751351
80;16;26;Yes;5490890;3168727;65056;50056;1584282
80;16;27;No;5490890;1207728;65056;50056;763281
80;16;27;Yes;5490890;3210782;65056;50056;1596212
80;16;28;No;5490890;1249806;65056;50056;775211
80;16;28;Yes;5490890;3252861;65056;50056;1608142
80;16;29;No;5490890;1291861;65056;50056;787141
80;16;29;Yes;5490890;3294917;65056;50056;1620072
80;16;30;No;5490890;1333939;65056;50056;799071
80;16;30;Yes;5490890;3336996;65056;50056;1632002
80;16;31;No;5490890;1376006;65056;50056;811001
80;16;31;Yes;5490890;3379063;65056;50056;1643932
80;16;32;No;5490890;1418072;65056;50056;822931
80;16;32;Yes;5490890;3421131;65056;50056;1655862
80;16;33;No;5490890;1460127;65056;50056;834861
80;16;33;Yes;5490890;3463186;65056;50056;1667792
80;16;34;No;5490890;1502206;65056;50056;846791
80;16;34;Yes;5490890;3505265;65056;50056;1679722
80;16;35;No;5490890;1544260;65056;50056;858721
80;16;35;Yes;5490890;3547321;65056;50056;1691652
80;16;36;No;5490890;1586339;65056;50056;870651
80;16;36;Yes;5490890;3589400;65056;50056;1703582
80;16;37;No;5490890;1628394;65056;50056;882581
80;16;37;Yes;5490890;3631455;65056;50056;1715512
80;16;38;No;5490890;1670460;65056;50056;894511
80;16;38;Yes;5490890;3673523;65056;50056;1727442
80;16;39;No;5490890;1712527;65056;50056;906441
80;16;39;Yes;5490890;3715590;65056;50056;1739372
80;16;40;No;5490890;1754594;65056;50056;918371
80;16;40;Yes;5490890;3757658;65056;50056;1751302
80;16;41;No;5490890;1796648;65056;50056;930301
80;16;41;Yes;5490890;3799713;65056;50056;1763232
80;16;42;No;5490890;1838727;65056;50056;942231
80;16;42;Yes;5490890;3841793;65056;50056;1775162
80;16;43;No;5490890;1880782;65056;50056;954161
80;16;43;Yes;5490890;3883848;65056;50056;1787092
80;16;44;No;5490890;1922849;65056;50056;966091
80;16;44;Yes;5490890;3925916;65056;50056;1799022
80;16;45;No;5490890;1964903;65056;50056;978021
80;16;45;Yes;5490890;3967971;65056;50056;1810952
80;16;46;No;5490890;2006982;65056;50056;989951
80;16;46;Yes;5490890;4010051;65056;50056;1822882
80;16;47;No;5490890;2049049;65056;50056;1001881
80;16;47;Yes;5490890;4052118;65056;50056;1834812
80;16;48;No;5490890;2091116;65056;50056;1013811
80;16;48;Yes;5490890;4094186;65056;50056;1846742
80;16;49;No;5490890;2133159;65056;50056;1025741
80;16;49;Yes;5490890;4136230;65056;50056;1858672
80;16;50;No;5490890;2175238;65056;50056;1037671
80;16;50;Yes;5490890;4178309;65056;50056;1870602
80;16;51;No;5490890;2217292;65056;50056;1049601
80;16;51;Yes;5490890;4220365;65056;50056;1882532
80;16;52;No;5490890;2259371;65056;50056;1061531
80;16;52;Yes;5490890;4262444;65056;50056;1894462
80;16;53;No;5490890;2301426;65056;50056;1073461
80;16;53;Yes;5490890;4304500;65056;50056;1906392
80;16;54;No;5490890;2343505;65056;50056;1085391
80;16;54;Yes;5490890;4346580;65056;50056;1918322
80;16;55;No;5490890;2385572;65056;50056;1097321
80;16;55;Yes;5490890;4388647;65056;50056;1930252
80;16;56;No;5490890;2427639;65056;50056;1109251
80;16;56;Yes;5490890;4430715;65056;50056;1942182
80;16;57;No;5490890;2469694;65056;50056;1121181
80;16;57;Yes;5490890;4472771;65056;50056;1954112
80;16;58;No;5490890;2511773;65056;50056;1133111
80;16;58;Yes;5490890;4514851;65056;50056;1966042
80;16;59;No;5490890;2553828;65056;50056;1145041
80;16;59;Yes;5490890;4556906;65056;50056;1977972
80;16;60;No;5490890;2595907;65056;50056;1156971
80;16;60;Yes;5490890;4598986;65056;50056;1989902
80;16;61;No;5490890;2637962;65056;50056;1168901
80;16;61;Yes;5490890;4641042;65056;50056;2001832
80;16;62;No;5490890;2680041;65056;50056;1180831
80;16;62;Yes;5490890;4683122;65056;50056;2013762
80;16;63;No;5490890;2722096;65056;50056;1192761
80;16;63;Yes;5490890;4725178;65056;50056;2025692
80;16;64;No;5490890;2764151;65056;50056;1204691
80;16;64;Yes;5490890;4767233;65056;50056;2037622
80;16;65;No;5490890;2806206;65056;50056;1216621
80;16;65;Yes;5490890;4809289;65056;50056;2049552
80;16;66;No;5490890;2848285;65056;50056;1228551
80;16;66;Yes;5490890;4851369;65056;50056;2061482
80;16;67;No;5490890;2890341;65056;50056;1240481
80;16;67;Yes;5490890;4893425;65056;50056;2073412
80;16;68;No;5490890;2932420;65056;50056;1252411
80;16;68;Yes;5490890;4935505;65056;50056;2085342
80;16;69;No;5490890;2974475;65056;50056;1264341
80;16;69;Yes;5490890;4977561;65056;50056;2097272
80;16;70;No;5490890;3016554;65056;50056;1276271
80;16;70;Yes;5490890;5019641;65056;50056;2109202
80;16;71;No;5490890;3058621;65056;50056;1288201
80;16;71;Yes;5490890;5061709;65056;50056;2121132
80;16;72;No;5490890;3100688;65056;50056;1300131
80;16;72;Yes;5490890;5103777;65056;50056;2133062
80;16;73;No;5490890;3142744;65056;50056;1312061
80;16;73;Yes;5490890;5145833;65056;50056;2144992
80;16;74;No;5490890;3184823;65056;50056;1323991
80;16;74;Yes;5490890;5187913;65056;50056;2156922
80;16;75;No;5490890;3226878;65056;50056;1335921
80;16;75;Yes;5490890;5229969;65056;50056;2168852
80;16;76;No;5490890;3268957;65056;50056;1347851
80;16;76;Yes;5490890;5272049;65056;50056;2180782
80;16;77;No;5490890;3311013;65056;50056;1359781
80;16;77;Yes;5490890;5314105;65056;50056;2192712
80;16;78;No;5490890;3353092;65056;50056;1371711
80;16;78;Yes;5490890;5356185;65056;50056;2204642
80;16;79;No;5490890;3395159;65056;50056;1383641
80;16;79;Yes;5490890;5398253;65056;50056;2216572
80;16;80;No;5490890;3437227;65056;50056;1395571
80;16;80;Yes;5490890;5440321;65056;50056;2228502
80;16;81;No;5490890;3479282;65056;50056;1407501
80;16;81;Yes;5490890;5482377;65056;50056;2240432
80;16;82;No;5490890;3521361;65056;50056;1419431
80;16;82;Yes;5490890;5524457;65056;50056;2252362
80;16;83;No;5490890;3563417;65056;50056;1431361
80;16;83;Yes;5490890;5566513;65056;50056;2264292
80;16;84;No;5490890;3605496;65056;50056;1443291
80;16;84;Yes;5490890;5608593;65056;50056;2276222
80;16;85;No;5490890;3647551;65056;50056;1455221
80;16;85;Yes;5490890;5650649;65056;50056;2288152
80;16;86;No;5490890;3689631;65056;50056;1467151
80;16;86;Yes;5490890;5692730;65056;50056;2300082
80;16;87;No;5490890;3731698;65056;50056;1479081
80;16;87;Yes;5490890;5734798;65056;50056;2312012
80;16;88;No;5490890;3773766;65056;50056;1491011
80;16;88;Yes;5490890;5776866;65056;50056;2323942
80;16;89;No;5490890;3815821;65056;50056;1502941
80;16;89;Yes;5490890;5818922;65056;50056;2335872
80;16;90;No;5490890;3857901;65056;50056;1514871
80;16;90;Yes;5490890;5861002;65056;50056;2347802
80;16;91;No;5490890;3899956;65056;50056;1526801
80;16;91;Yes;5490890;5903059;65056;50056;2359732
80;16;92;No;5490890;3942036;65056;50056;1538731
80;16;92;Yes;5490890;5945139;65056;50056;2371662
80;16;93;No;5490890;3984091;65056;50056;1550661
80;16;93;Yes;5490890;5987195;65056;50056;2383592
80;16;94;No;5490890;4026171;65056;50056;1562591
80;16;94;Yes;5490890;6029275;65056;50056;2395522
80;16;95;No;5490890;4068238;65056;50056;1574521
80;16;95;Yes;5490890;6071344;65056;50056;2407452
80;16;96;No;5490890;4110306;65056;50056;1586451
80;16;96;Yes;5490890;6113412;65056;50056;2419382
80;24;1;No;5846743;114004;65056;50056;487741
80;24;1;Yes;5846743;2280754;65056;50056;1389482
80;24;2;No;5846743;156082;65056;50056;499671
80;24;2;Yes;5846743;2322833;65056;50056;1401412
80;24;3;No;5846743;198148;65056;50056;511601
80;24;3;Yes;5846743;2364900;65056;50056;1413342
80;24;4;No;5846743;240226;65056;50056;523531
80;24;4;Yes;5846743;2406979;65056;50056;1425272
80;24;5;No;5846743;282280;65056;50056;535461
80;24;5;Yes;5846743;2449034;65056;50056;1437202
80;24;6;No;5846743;324359;65056;50056;547391
80;24;6;Yes;5846743;2491113;65056;50056;1449132
80;24;7;No;5846743;366425;65056;50056;559321
80;24;7;Yes;5846743;2533180;65056;50056;1461062
80;24;8;No;5846743;408491;65056;50056;571251
80;24;8;Yes;5846743;2575247;65056;50056;1472992
80;24;9;No;5846743;450545;65056;50056;583181
80;24;9;Yes;5846743;2617302;65056;50056;1484922
80;24;10;No;5846743;492623;65056;50056;595111
80;24;10;Yes;5846743;2659381;65056;50056;1496852
80;24;11;No;5846743;534678;65056;50056;607041
80;24;11;Yes;5846743;2701436;65056;50056;1508782
80;24;12;No;5846743;576756;65056;50056;618971
80;24;12;Yes;5846743;2743515;65056;50056;1520712
80;24;13;No;5846743;618810;65056;50056;630901
80;24;13;Yes;5846743;2785570;65056;50056;1532642
80;24;14;No;5846743;660888;65056;50056;642831
80;24;14;Yes;5846743;2827649;65056;50056;1544572
80;24;15;No;5846743;702955;65056;50056;654761
80;24;15;Yes;5846743;2869717;65056;50056;1556502
80;24;16;No;5846743;745009;65056;50056;666691
80;24;16;Yes;5846743;2911772;65056;50056;1568432
80;24;17;No;5846743;787063;65056;50056;678621
80;24;17;Yes;5846743;2953827;65056;50056;1580362
80;24;18;No;5846743;829130;65056;50056;690551
80;24;18;Yes;5846743;2995894;65056;50056;1592292
80;24;19;No;5846743;871184;65056;50056;702481
80;24;19;Yes;5846743;3037949;65056;50056;1604222
80;24;20;No;5846743;913263;65056;50056;714411
80;24;20;Yes;5846743;3080028;65056;50056;1616152
80;24;21;No;5846743;955317;65056;50056;726341
80;24;21;Yes;5846743;3122084;65056;50056;1628082
80;24;22;No;5846743;997395;65056;50056;738271
80;24;22;Yes;5846743;3164163;65056;50056;1640012
80;24;23;No;5846743;1039462;65056;50056;750201
80;24;23;Yes;5846743;3206230;65056;50056;1651942
80;24;24;No;5846743;1081528;65056;50056;762131
80;24;24;Yes;5846743;3248297;65056;50056;1663872
80;24;25;No;5846743;1123583;65056;50056;774061
80;24;25;Yes;5846743;3290353;65056;50056;1675802
80;24;26;No;5846743;1165661;65056;50056;785991
80;24;26;Yes;5846743;3332432;65056;50056;1687732
80;24;27;No;5846743;1207716;65056;50056;797921
80;24;27;Yes;5846743;3374487;65056;50056;1699662
80;24;28;No;5846743;1249794;65056;50056;809851
80;24;28;Yes;5846743;3416567;65056;50056;1711592
80;24;29;No;5846743;1291849;65056;50056;821781
80;24;29;Yes;5846743;3458622;65056;50056;1723522
80;24;30;No;5846743;1333927;65056;50056;833711
80;24;30;Yes;5846743;3500701;65056;50056;1735452
80;24;31;No;5846743;1375994;65056;50056;845641
80;24;31;Yes;5846743;3542769;65056;50056;1747382
80;24;32;No;5846743;1418060;65056;50056;857571
80;24;32;Yes;5846743;3584836;65056;50056;1759312
80;24;33;No;5846743;1460115;65056;50056;869501
80;24;33;Yes;5846743;3626891;65056;50056;1771242
80;24;34;No;5846743;1502182;65056;50056;881431
80;24;34;Yes;5846743;3668959;65056;50056;1783172
80;24;35;No;5846743;1544236;65056;50056;893361
80;24;35;Yes;5846743;3711014;65056;50056;1795102
80;24;36;No;5846743;1586315;65056;50056;905291
80;24;36;Yes;5846743;3753094;65056;50056;1807032
80;24;37;No;5846743;1628358;65056;50056;917221
80;24;37;Yes;5846743;3795137;65056;50056;1818962
80;24;38;No;5846743;1670436;65056;50056;929151
80;24;38;Yes;5846743;3837217;65056;50056;1830892
80;24;39;No;5846743;1712503;65056;50056;941081
80;24;39;Yes;5846743;3879284;65056;50056;1842822
80;24;40;No;5846743;1754570;65056;50056;953011
80;24;40;Yes;5846743;3921352;65056;50056;1854752
80;24;41;No;5846743;1796624;65056;50056;964941
80;24;41;Yes;5846743;3963407;65056;50056;1866682
80;24;42;No;5846743;1838703;65056;50056;976871
80;24;42;Yes;5846743;4005487;65056;50056;1878612
80;24;43;No;5846743;1880758;65056;50056;988801
80;24;43;Yes;5846743;4047542;65056;50056;1890542
80;24;44;No;5846743;1922837;65056;50056;1000731
80;24;44;Yes;5846743;4089622;65056;50056;1902472
80;24;45;No;5846743;1964891;65056;50056;1012661
80;24;45;Yes;5846743;4131678;65056;50056;1914402
80;24;46;No;5846743;2006970;65056;50056;1024591
80;24;46;Yes;5846743;4173757;65056;50056;1926332
80;24;47;No;5846743;2049037;65056;50056;1036521
80;24;47;Yes;5846743;4215825;65056;50056;1938262
80;24;48;No;5846743;2091104;65056;50056;1048451
80;24;48;Yes;5846743;4257892;65056;50056;1950192
80;24;49;No;5846743;2133159;65056;50056;1060381
80;24;49;Yes;5846743;4299948;65056;50056;1962122
80;24;50;No;5846743;2175238;65056;50056;1072311
80;24;50;Yes;5846743;4342028;65056;50056;1974052
80;24;51;No;5846743;2217280;65056;50056;1084241
80;24;51;Yes;5846743;4384071;65056;50056;1985982
80;24;52;No;5846743;2259359;65056;50056;1096171
80;24;52;Yes;5846743;4426151;65056;50056;1997912
80;24;53;No;5846743;2301414;65056;50056;1108101
80;24;53;Yes;5846743;4468207;65056;50056;2009842
80;24;54;No;5846743;2343493;65056;50056;1120031
80;24;54;Yes;5846743;4510287;65056;50056;2021772
80;24;55;No;5846743;2385560;65056;50056;1131961
80;24;55;Yes;5846743;4552354;65056;50056;2033702
80;24;56;No;5846743;2427627;65056;50056;1143891
80;24;56;Yes;5846743;4594422;65056;50056;2045632
80;24;57;No;5846743;2469682;65056;50056;1155821
80;24;57;Yes;5846743;4636478;65056;50056;2057562
80;24;58;No;5846743;2511761;65056;50056;1167751
80;24;58;Yes;5846743;4678558;65056;50056;2069492
80;24;59;No;5846743;2553816;65056;50056;1179681
80;24;59;Yes;5846743;4720614;65056;50056;2081422
80;24;60;No;5846743;2595895;65056;50056;1191611
80;24;60;Yes;5846743;4762693;65056;50056;2093352
80;24;61;No;5846743;2637950;65056;50056;1203541
80;24;61;Yes;5846743;4804749;65056;50056;2105282
80;24;62;No;5846743;2680029;65056;50056;1215471
80;24;62;Yes;5846743;4846829;65056;50056;2117212
80;24;63;No;5846743;2722096;65056;50056;1227401
80;24;63;Yes;5846743;4888897;65056;50056;2129142
80;24;64;No;5846743;2764163;65056;50056;1239331
80;24;64;Yes;5846743;4930965;65056;50056;2141072
80;24;65;No;5846743;2806218;65056;50056;1251261
80;24;65;Yes;5846743;4973021;65056;50056;2153002
80;24;66;No;5846743;2848297;65056;50056;1263191
80;24;66;Yes;5846743;5015101;65056;50056;2164932
80;24;67;No;5846743;2890353;65056;50056;1275121
80;24;67;Yes;5846743;5057157;65056;50056;2176862
80;24;68;No;5846743;2932432;65056;50056;1287051
80;24;68;Yes;5846743;5099237;65056;50056;2188792
80;24;69;No;5846743;2974475;65056;50056;1298981
80;24;69;Yes;5846743;5141281;65056;50056;2200722
80;24;70;No;5846743;3016554;65056;50056;1310911
80;24;70;Yes;5846743;5183361;65056;50056;2212652
80;24;71;No;5846743;3058621;65056;50056;1322841
80;24;71;Yes;5846743;5225429;65056;50056;2224582
80;24;72;No;5846743;3100688;65056;50056;1334771
80;24;72;Yes;5846743;5267497;65056;50056;2236512
80;24;73;No;5846743;3142744;65056;50056;1346701
80;24;73;Yes;5846743;5309553;65056;50056;2248442
80;24;74;No;5846743;3184823;65056;50056;1358631
80;24;74;Yes;5846743;5351633;65056;50056;2260372
80;24;75;No;5846743;3226878;65056;50056;1370561
80;24;75;Yes;5846743;5393689;65056;50056;2272302
80;24;76;No;5846743;3268957;65056;50056;1382491
80;24;76;Yes;5846743;5435769;65056;50056;2284232
80;24;77;No;5846743;3311013;65056;50056;1394421
80;24;77;Yes;5846743;5477825;65056;50056;2296162
80;24;78;No;5846743;3353092;65056;50056;1406351
80;24;78;Yes;5846743;5519905;65056;50056;2308092
80;24;79;No;5846743;3395159;65056;50056;1418281
80;24;79;Yes;5846743;5561973;65056;50056;2320022
80;24;80;No;5846743;3437215;65056;50056;1430211
80;24;80;Yes;5846743;5604029;65056;50056;2331952
80;24;81;No;5846743;3479270;65056;50056;1442141
80;24;81;Yes;5846743;5646085;65056;50056;2343882
80;24;82;No;5846743;3521337;65056;50056;1454071
80;24;82;Yes;5846743;5688154;65056;50056;2355812
80;24;83;No;5846743;3563393;65056;50056;1466001
80;24;83;Yes;5846743;5730210;65056;50056;2367742
80;24;84;No;5846743;3605460;65056;50056;1477931
80;24;84;Yes;5846743;5772278;65056;50056;2379672
80;24;85;No;5846743;3647515;65056;50056;1489861
80;24;85;Yes;5846743;5814334;65056;50056;2391602
80;24;86;No;5846743;3689595;65056;50056;1501791
80;24;86;Yes;5846743;5856414;65056;50056;2403532
80;24;87;No;5846743;3731662;65056;50056;1513721
80;24;87;Yes;5846743;5898483;65056;50056;2415462
80;24;88;No;5846743;3773730;65056;50056;1525651
80;24;88;Yes;5846743;5940551;65056;50056;2427392
80;24;89;No;5846743;3815785;65056;50056;1537581
80;24;89;Yes;5846743;5982607;65056;50056;2439322
