k;alpha;nPayments;End Epoch;DeployGas;StartConfirmGas;MaxConfirmGas;MinConfirmGas;PayGas
50;15;20;Yes;4111939;2281924;65056;50056;1111836
50;15;21;No;4111939;955329;65056;50056;557471
50;15;21;Yes;4111939;2323979;65056;50056;1123766
50;15;22;No;4111939;997407;65056;50056;569401
50;15;22;Yes;4111939;2366058;65056;50056;1135696
50;15;23;No;4111939;1039474;65056;50056;581331
50;15;23;Yes;4111939;2408125;65056;50056;1147626
50;15;24;No;4111939;1081540;65056;50056;593261
50;15;24;Yes;4111939;2450192;65056;50056;1159556
50;15;25;No;4111939;1123595;65056;50056;605191
50;15;25;Yes;4111939;2492247;65056;50056;1171486
50;15;26;No;4111939;1165673;65056;50056;617121
50;15;26;Yes;4111939;2534326;65056;50056;1183416
50;15;27;No;4111939;1207728;65056;50056;629051
50;15;27;Yes;4111939;2576381;65056;50056;1195346
50;15;28;No;4111939;1249806;65056;50056;640981
50;15;28;Yes;4111939;2618460;65056;50056;1207276
50;15;29;No;4111939;1291861;65056;50056;652911
50;15;29;Yes;4111939;2660515;65056;50056;1219206
50;15;30;No;4111939;1333939;65056;50056;664841
50;15;30;Yes;4111939;2702594;65056;50056;1231136
50;15;31;No;4111939;1376006;65056;50056;676771
50;15;31;Yes;4111939;2744661;65056;50056;1243066
50;15;32;No;4111939;1418072;65056;50056;688701
50;15;32;Yes;4111939;2786728;65056;50056;1254996
50;15;33;No;4111939;1460127;65056;50056;700631
50;15;33;Yes;4111939;2828783;65056;50056;1266926
50;15;34;No;4111939;1502206;65056;50056;712561
50;15;34;Yes;4111939;2870862;65056;50056;1278856
50;15;35;No;4111939;1544260;65056;50056;724491
50;15;35;Yes;4111939;2912917;65056;50056;1290786
50;15;36;No;4111939;1586339;65056;50056;736421
50;15;36;Yes;4111939;2954996;65056;50056;1302716
50;15;37;No;4111939;1628394;65056;50056;748351
50;15;37;Yes;4111939;2997051;65056;50056;1314646
50;15;38;No;4111939;1670472;65056;50056;760281
50;15;38;Yes;4111939;3039131;65056;50056;1326576
50;15;39;No;4111939;1712539;65056;50056;772211
50;15;39;Yes;4111939;3081198;65056;50056;1338506
50;15;40;No;4111939;1754606;65056;50056;784141
50;15;40;Yes;4111939;3123265;65056;50056;1350436
50;15;41;No;4111939;1796660;65056;50056;796071
50;15;41;Yes;4111939;3165320;65056;50056;1362366
50;15;42;No;4111939;1838739;65056;50056;808001
50;15;42;Yes;4111939;3207400;65056;50056;1374296
50;15;43;No;4111939;1880794;65056;50056;819931
50;15;43;Yes;4111939;3249455;65056;50056;1386226
50;15;44;No;4111939;1922873;65056;50056;831861
50;15;44;Yes;4111939;3291534;65056;50056;1398156
50;15;45;No;4111939;1964915;65056;50056;843791
50;15;45;Yes;4111939;3333577;65056;50056;1410086
50;15;46;No;4111939;2006994;65056;50056;855721
50;15;46;Yes;4111939;3375657;65056;50056;1422016
50;15;47;No;4111939;2049061;65056;50056;867651
50;15;47;Yes;4111939;3417724;65056;50056;1433946
50;15;48;No;4111939;2091128;65056;50056;879581
50;15;48;Yes;4111939;3459791;65056;50056;1445876
50;15;49;No;4111939;2133183;65056;50056;891511
50;15;49;Yes;4111939;3501847;65056;50056;1457806
50;15;50;No;4111939;2175262;65056;50056;903441
50;15;50;Yes;4111939;3543926;65056;50056;1469736
50;15;51;No;4111939;2217316;65056;50056;915371
50;15;51;Yes;4111939;3585981;65056;50056;1481666
50;15;52;No;4111939;2259395;65056;50056;927301
50;15;52;Yes;4111939;3628061;65056;50056;1493596
50;15;53;No;4111939;2301450;65056;50056;939231
50;15;53;Yes;4111939;3670116;65056;50056;1505526
50;15;54;No;4111939;2343529;65056;50056;951161
50;15;54;Yes;4111939;3712196;65056;50056;1517456
50;15;55;No;4111939;2385596;65056;50056;963091
50;15;55;Yes;4111939;3754263;65056;50056;1529386
50;15;56;No;4111939;2427663;65056;50056;975021
50;15;56;Yes;4111939;3796331;65056;50056;1541316
50;15;57;No;4111939;2469718;65056;50056;986951
50;15;57;Yes;4111939;3838386;65056;50056;1553246
50;15;58;No;4111939;2511797;65056;50056;998881
50;15;58;Yes;4111939;3880466;65056;50056;1565176
50;15;59;No;4111939;2553852;65056;50056;1010811
50;15;59;Yes;4111939;3922521;65056;50056;1577106
50;15;60;No;4111939;2595931;65056;50056;1022741
50;15;60;Yes;4111939;3964601;65056;50056;1589036
50;15;61;No;4111939;2637986;65056;50056;1034671
50;15;61;Yes;4111939;4006656;65056;50056;1600966
50;15;62;No;4111939;2680065;65056;50056;1046601
50;15;62;Yes;4111939;4048736;65056;50056;1612896
50;15;63;No;4111939;2722132;65056;50056;1058531
50;15;63;Yes;4111939;4090803;65056;50056;1624826
50;15;64;No;4111939;2764199;65056;50056;1070461
50;15;64;Yes;4111939;4132871;65056;50056;1636756
50;15;65;No;4111939;2806254;65056;50056;1082391
50;15;65;Yes;4111939;4174926;65056;50056;1648686
60;6;1;No;4156404;114004;65056;50056;323201
60;6;1;Yes;4156404;1503108;65056;50056;898097
60;6;2;No;4156404;156082;65056;50056;335131
60;6;2;Yes;4156404;1545186;65056;50056;910027
60;6;3;No;4156404;198148;65056;50056;347061
60;6;3;Yes;4156404;1587253;65056;50056;921957
60;6;4;No;4156404;240214;65056;50056;358991
60;6;4;Yes;4156404;1629320;65056;50056;933887
60;6;5;No;4156404;282268;65056;50056;370921
60;6;5;Yes;4156404;1671374;65056;50056;945817
60;6;6;No;4156404;324347;65056;50056;382851
60;6;6;Yes;4156404;1713453;65056;50056;957747
60;6;7;No;4156404;366413;65056;50056;394781
60;6;7;Yes;4156404;1755520;65056;50056;969677
60;6;8;No;4156404;408479;65056;50056;406711
60;6;8;Yes;4156404;1797586;65056;50056;981607
60;6;9;No;4156404;450533;65056;50056;418641
60;6;9;Yes;4156404;1839641;65056;50056;993537
60;6;10;No;4156404;492611;65056;50056;430571
60;6;10;Yes;4156404;1881720;65056;50056;1005467
60;6;11;No;4156404;534666;65056;50056;442501
60;6;11;Yes;4156404;1923775;65056;50056;1017397
60;6;12;No;4156404;576744;65056;50056;454431
60;6;12;Yes;4156404;1965853;65056;50056;1029327
60;6;13;No;4156404;618798;65056;50056;466361
60;6;13;Yes;4156404;2007908;65056;50056;1041257
60;6;14;No;4156404;660876;65056;50056;478291
60;6;14;Yes;4156404;2049987;65056;50056;1053187
60;6;15;No;4156404;702943;65056;50056;490221
60;6;15;Yes;4156404;2092054;65056;50056;1065117
60;6;16;No;4156404;745009;65056;50056;502151
60;6;16;Yes;4156404;2134121;65056;50056;1077047
60;6;17;No;4156404;787063;65056;50056;514081
60;6;17;Yes;4156404;2176176;65056;50056;1088977
60;6;18;No;4156404;829142;65056;50056;526011
60;6;18;Yes;4156404;2218254;65056;50056;1100907
60;6;19;No;4156404;871196;65056;50056;537941
60;6;19;Yes;4156404;2260309;65056;50056;1112837
60;6;20;No;4156404;913275;65056;50056;549871
60;6;20;Yes;4156404;2302388;65056;50056;1124767
60;6;21;No;4156404;955329;65056;50056;561801
60;6;21;Yes;4156404;2344443;65056;50056;1136697
60;6;22;No;4156404;997407;65056;50056;573731
60;6;22;Yes;4156404;2386522;65056;50056;1148627
60;6;23;No;4156404;1039474;65056;50056;585661
60;6;23;Yes;4156404;2428589;65056;50056;1160557
60;6;24;No;4156404;1081540;65056;50056;597591
60;6;24;Yes;4156404;2470656;65056;50056;1172487
60;6;25;No;4156404;1123595;65056;50056;609521
60;6;25;Yes;4156404;2512711;65056;50056;1184417
60;6;26;No;4156404;1165673;65056;50056;621451
60;6;26;Yes;4156404;2554790;65056;50056;1196347
60;6;27;No;4156404;1207728;65056;50056;633381
60;6;27;Yes;4156404;2596845;65056;50056;1208277
60;6;28;No;4156404;1249806;65056;50056;645311
60;6;28;Yes;4156404;2638924;65056;50056;1220207
60;6;29;No;4156404;1291861;65056;50056;657241
60;6;29;Yes;4156404;2680979;65056;50056;1232137
60;6;30;No;4156404;1333939;65056;50056;669171
60;6;30;Yes;4156404;2723058;65056;50056;1244067
60;6;31;No;4156404;1376006;65056;50056;681101
60;6;31;Yes;4156404;2765125;65056;50056;1255997
60;6;32;No;4156404;1418072;65056;50056;693031
60;6;32;Yes;4156404;2807192;65056;50056;1267927
60;6;33;No;4156404;1460127;65056;50056;704961
60;6;33;Yes;4156404;2849247;65056;50056;1279857
60;6;34;No;4156404;1502206;65056;50056;716891
60;6;34;Yes;4156404;2891327;65056;50056;1291787
60;6;35;No;4156404;1544260;65056;50056;728821
60;6;35;Yes;4156404;2933382;65056;50056;1303717
60;6;36;No;4156404;1586339;65056;50056;740751
60;6;36;Yes;4156404;2975461;65056;50056;1315647
60;6;37;No;4156404;1628394;65056;50056;752681
60;6;37;Yes;4156404;3017516;65056;50056;1327577
60;6;38;No;4156404;1670472;65056;50056;764611
60;6;38;Yes;4156404;3059595;65056;50056;1339507
60;6;39;No;4156404;1712539;65056;50056;776541
60;6;39;Yes;4156404;3101662;65056;50056;1351437
60;6;40;No;4156404;1754606;65056;50056;788471
60;6;40;Yes;4156404;3143730;65056;50056;1363367
60;6;41;No;4156404;1796660;65056;50056;800401
60;6;41;Yes;4156404;3185785;65056;50056;1375297
60;6;42;No;4156404;1838739;65056;50056;812331
60;6;42;Yes;4156404;3227864;65056;50056;1387227
60;6;43;No;4156404;1880794;65056;50056;824261
60;6;43;Yes;4156404;3269919;65056;50056;1399157
60;6;44;No;4156404;1922861;65056;50056;836191
60;6;44;Yes;4156404;3311987;65056;50056;1411087
60;6;45;No;4156404;1964915;65056;50056;848121
60;6;45;Yes;4156404;3354042;65056;50056;1423017
60;6;46;No;4156404;2006994;65056;50056;860051
60;6;46;Yes;4156404;3396121;65056;50056;1434947
60;6;47;No;4156404;2049061;65056;50056;871981
60;6;47;Yes;4156404;3438189;65056;50056;1446877
60;6;48;No;4156404;2091128;65056;50056;883911
60;6;48;Yes;4156404;3480256;65056;50056;1458807
60;6;49;No;4156404;2133183;65056;50056;895841
60;6;49;Yes;4156404;3522311;65056;50056;1470737
60;6;50;No;4156404;2175262;65056;50056;907771
60;6;50;Yes;4156404;3564391;65056;50056;1482667
60;6;51;No;4156404;2217316;65056;50056;919701
60;6;51;Yes;4156404;3606446;65056;50056;1494597
60;6;52;No;4156404;2259395;65056;50056;931631
60;6;52;Yes;4156404;3648525;65056;50056;1506527
60;6;53;No;4156404;2301450;65056;50056;943561
60;6;53;Yes;4156404;3690581;65056;50056;1518457
60;6;54;No;4156404;2343529;65056;50056;955491
60;6;54;Yes;4156404;3732660;65056;50056;1530387
60;6;55;No;4156404;2385596;65056;50056;967421
60;6;55;Yes;4156404;3774728;65056;50056;1542317
60;6;56;No;4156404;2427663;65056;50056;979351
60;6;56;Yes;4156404;3816795;65056;50056;1554247
60;6;57;No;4156404;2469718;65056;50056;991281
60;6;57;Yes;4156404;3858851;65056;50056;1566177
60;6;58;No;4156404;2511797;65056;50056;1003211
60;6;58;Yes;4156404;3900930;65056;50056;1578107
60;6;59;No;4156404;2553852;65056;50056;1015141
60;6;59;Yes;4156404;3942986;65056;50056;1590037
60;6;60;No;4156404;2595931;65056;50056;1027071
60;6;60;Yes;4156404;3985065;65056;50056;1601967
60;6;61;No;4156404;2637986;65056;50056;1039001
60;6;61;Yes;4156404;4027121;65056;50056;1613897
60;6;62;No;4156404;2680065;65056;50056;1050931
60;6;62;Yes;4156404;4069200;65056;50056;1625827
60;6;63;No;4156404;2722132;65056;50056;1062861
60;6;63;Yes;4156404;4111268;65056;50056;1637757
60;6;64;No;4156404;2764199;65056;50056;1074791
60;6;64;Yes;4156404;4153336;65056;50056;1649687
60;6;65;No;4156404;2806254;65056;50056;1086721
60;6;65;Yes;4156404;4195391;65056;50056;1661617
60;6;66;No;4156404;2848333;65056;50056;1098651
60;6;66;Yes;4156404;4237471;65056;50056;1673547
60;12;1;No;4423313;114004;65056;50056;349181
60;12;1;Yes;4423313;1625894;65056;50056;975684
60;12;2;No;4423313;156082;65056;50056;361111
60;12;2;Yes;4423313;1667972;65056;50056;987614
60;12;3;No;4423313;198148;65056;50056;373041
60;12;3;Yes;4423313;1710039;65056;50056;999544
60;12;4;No;4423313;240226;65056;50056;384971
60;12;4;Yes;4423313;1752118;65056;50056;1011474
60;12;5;No;4423313;282280;65056;50056;396901
60;12;5;Yes;4423313;1794172;65056;50056;1023404
60;12;6;No;4423313;324359;65056;50056;408831
60;12;6;Yes;4423313;1836251;65056;50056;1035334
60;12;7;No;4423313;366425;65056;50056;420761
60;12;7;Yes;4423313;1878318;65056;50056;1047264
60;12;8;No;4423313;408491;65056;50056;432691
60;12;8;Yes;4423313;1920385;65056;50056;1059194
60;12;9;No;4423313;450545;65056;50056;444621
60;12;9;Yes;4423313;1962439;65056;50056;1071124
60;12;10;No;4423313;492623;65056;50056;456551
60;12;10;Yes;4423313;2004518;65056;50056;1083054
60;12;11;No;4423313;534678;65056;50056;468481
60;12;11;Yes;4423313;2046573;65056;50056;1094984
60;12;12;No;4423313;576756;65056;50056;480411
60;12;12;Yes;4423313;2088652;65056;50056;1106914
60;12;13;No;4423313;618810;65056;50056;492341
60;12;13;Yes;4423313;2130707;65056;50056;1118844
60;12;14;No;4423313;660888;65056;50056;504271
60;12;14;Yes;4423313;2172786;65056;50056;1130774
60;12;15;No;4423313;702955;65056;50056;516201
60;12;15;Yes;4423313;2214852;65056;50056;1142704
60;12;16;No;4423313;745021;65056;50056;528131
60;12;16;Yes;4423313;2256919;65056;50056;1154634
60;12;17;No;4423313;787075;65056;50056;540061
60;12;17;Yes;4423313;2298974;65056;50056;1166564
60;12;18;No;4423313;829154;65056;50056;551991
60;12;18;Yes;4423313;2341053;65056;50056;1178494
60;12;19;No;4423313;871208;65056;50056;563921
60;12;19;Yes;4423313;2383108;65056;50056;1190424
60;12;20;No;4423313;913287;65056;50056;575851
60;12;20;Yes;4423313;2425187;65056;50056;1202354
60;12;21;No;4423313;955341;65056;50056;587781
60;12;21;Yes;4423313;2467242;65056;50056;1214284
60;12;22;No;4423313;997419;65056;50056;599711
60;12;22;Yes;4423313;2509321;65056;50056;1226214
60;12;23;No;4423313;1039486;65056;50056;611641
60;12;23;Yes;4423313;2551388;65056;50056;1238144
60;12;24;No;4423313;1081552;65056;50056;623571
60;12;24;Yes;4423313;2593455;65056;50056;1250074
60;12;25;No;4423313;1123607;65056;50056;635501
60;12;25;Yes;4423313;2635510;65056;50056;1262004
60;12;26;No;4423313;1165673;65056;50056;647431
60;12;26;Yes;4423313;2677577;65056;50056;1273934
60;12;27;No;4423313;1207716;65056;50056;659361
60;12;27;Yes;4423313;2719620;65056;50056;1285864
60;12;28;No;4423313;1249794;65056;50056;671291
60;12;28;Yes;4423313;2761699;65056;50056;1297794
60;12;29;No;4423313;1291849;65056;50056;683221
60;12;29;Yes;4423313;2803754;65056;50056;1309724
60;12;30;No;4423313;1333927;65056;50056;695151
60;12;30;Yes;4423313;2845833;65056;50056;1321654
60;12;31;No;4423313;1375994;65056;50056;707081
60;12;31;Yes;4423313;2887901;65056;50056;1333584
60;12;32;No;4423313;1418060;65056;50056;719011
60;12;32;Yes;4423313;2929968;65056;50056;1345514
60;12;33;No;4423313;1460115;65056;50056;730941
60;12;33;Yes;4423313;2972023;65056;50056;1357444
60;12;34;No;4423313;1502194;65056;50056;742871
60;12;34;Yes;4423313;3014102;65056;50056;1369374
60;12;35;No;4423313;1544248;65056;50056;754801
60;12;35;Yes;4423313;3056157;65056;50056;1381304
60;12;36;No;4423313;1586327;65056;50056;766731
60;12;36;Yes;4423313;3098236;65056;50056;1393234
60;12;37;No;4423313;1628358;65056;50056;778661
60;12;37;Yes;4423313;3140268;65056;50056;1405164
60;12;38;No;4423313;1670424;65056;50056;790591
60;12;38;Yes;4423313;3182335;65056;50056;1417094
60;12;39;No;4423313;1712491;65056;50056;802521
60;12;39;Yes;4423313;3224402;65056;50056;1429024
60;12;40;No;4423313;1754558;65056;50056;814451
60;12;40;Yes;4423313;3266469;65056;50056;1440954
60;12;41;No;4423313;1796612;65056;50056;826381
60;12;41;Yes;4423313;3308525;65056;50056;1452884
60;12;42;No;4423313;1838691;65056;50056;838311
60;12;42;Yes;4423313;3350604;65056;50056;1464814
60;12;43;No;4423313;1880734;65056;50056;850241
60;12;43;Yes;4423313;3392647;65056;50056;1476744
60;12;44;No;4423313;1922813;65056;50056;862171
60;12;44;Yes;4423313;3434727;65056;50056;1488674
60;12;45;No;4423313;1964867;65056;50056;874101
60;12;45;Yes;4423313;3476782;65056;50056;1500604
60;12;46;No;4423313;2006946;65056;50056;886031
60;12;46;Yes;4423313;3518861;65056;50056;1512534
60;12;47;No;4423313;2049013;65056;50056;897961
60;12;47;Yes;4423313;3560929;65056;50056;1524464
60;12;48;No;4423313;2091080;65056;50056;909891
60;12;48;Yes;4423313;3602996;65056;50056;1536394
60;12;49;No;4423313;2133135;65056;50056;921821
60;12;49;Yes;4423313;3645051;65056;50056;1548324
60;12;50;No;4423313;2175214;65056;50056;933751
60;12;50;Yes;4423313;3687131;65056;50056;1560254
60;12;51;No;4423313;2217268;65056;50056;945681
60;12;51;Yes;4423313;3729186;65056;50056;1572184
60;12;52;No;4423313;2259347;65056;50056;957611
60;12;52;Yes;4423313;3771266;65056;50056;1584114
60;12;53;No;4423313;2301402;65056;50056;969541
60;12;53;Yes;4423313;3813321;65056;50056;1596044
60;12;54;No;4423313;2343481;65056;50056;981471
60;12;54;Yes;4423313;3855401;65056;50056;1607974
60;12;55;No;4423313;2385548;65056;50056;993401
60;12;55;Yes;4423313;3897468;65056;50056;1619904
60;12;56;No;4423313;2427615;65056;50056;1005331
60;12;56;Yes;4423313;3939536;65056;50056;1631834
60;12;57;No;4423313;2469670;65056;50056;1017261
60;12;57;Yes;4423313;3981591;65056;50056;1643764
60;12;58;No;4423313;2511749;65056;50056;1029191
60;12;58;Yes;4423313;4023671;65056;50056;1655694
60;12;59;No;4423313;2553792;65056;50056;1041121
60;12;59;Yes;4423313;4065714;65056;50056;1667624
60;12;60;No;4423313;2595871;65056;50056;1053051
60;12;60;Yes;4423313;4107794;65056;50056;1679554
60;12;61;No;4423313;2637926;65056;50056;1064981
60;12;61;Yes;4423313;4149850;65056;50056;1691484
60;12;62;No;4423313;2680005;65056;50056;1076911
60;12;62;Yes;4423313;4191929;65056;50056;1703414
60;12;63;No;4423313;2722072;65056;50056;1088841
60;12;63;Yes;4423313;4233997;65056;50056;1715344
60;12;64;No;4423313;2764139;65056;50056;1100771
60;12;64;Yes;4423313;4276064;65056;50056;1727274
60;12;65;No;4423313;2806194;65056;50056;1112701
60;12;65;Yes;4423313;4318120;65056;50056;1739204
60;12;66;No;4423313;2848273;65056;50056;1124631
60;12;66;Yes;4423313;4360200;65056;50056;1751134
60;12;67;No;4423313;2890329;65056;50056;1136561
60;12;67;Yes;4423313;4402255;65056;50056;1763064
60;12;68;No;4423313;2932408;65056;50056;1148491
60;12;68;Yes;4423313;4444335;65056;50056;1774994
60;12;69;No;4423313;2974463;65056;50056;1160421
60;12;69;Yes;4423313;4486391;65056;50056;1786924
60;12;70;No;4423313;3016542;65056;50056;1172351
60;12;70;Yes;4423313;4528471;65056;50056;1798854
60;12;71;No;4423313;3058609;65056;50056;1184281
60;12;71;Yes;4423313;4570538;65056;50056;1810784
60;12;72;No;4423313;3100676;65056;50056;1196211
60;12;72;Yes;4423313;4612606;65056;50056;1822714
60;18;1;No;4690218;114004;65056;50056;375161
60;18;1;Yes;4690218;1748680;65056;50056;1053271
60;18;2;No;4690218;156082;65056;50056;387091
60;18;2;Yes;4690218;1790758;65056;50056;1065201
60;18;3;No;4690218;198148;65056;50056;399021
60;18;3;Yes;4690218;1832825;65056;50056;1077131
60;18;4;No;4690218;240226;65056;50056;410951
60;18;4;Yes;4690218;1874904;65056;50056;1089061
60;18;5;No;4690218;282280;65056;50056;422881
60;18;5;Yes;4690218;1916959;65056;50056;1100991
60;18;6;No;4690218;324359;65056;50056;434811
60;18;6;Yes;4690218;1959037;65056;50056;1112921
60;18;7;No;4690218;366425;65056;50056;446741
60;18;7;Yes;4690218;2001104;65056;50056;1124851
60;18;8;No;4690218;408491;65056;50056;458671
60;18;8;Yes;4690218;2043171;65056;50056;1136781
60;18;9;No;4690218;450545;65056;50056;470601
60;18;9;Yes;4690218;2085226;65056;50056;1148711
60;18;10;No;4690218;492623;65056;50056;482531
60;18;10;Yes;4690218;2127305;65056;50056;1160641
60;18;11;No;4690218;534678;65056;50056;494461
60;18;11;Yes;4690218;2169360;65056;50056;1172571
60;18;12;No;4690218;576756;65056;50056;506391
60;18;12;Yes;4690218;2211438;65056;50056;1184501
60;18;13;No;4690218;618810;65056;50056;518321
60;18;13;Yes;4690218;2253493;65056;50056;1196431
60;18;14;No;4690218;660888;65056;50056;530251
60;18;14;Yes;4690218;2295572;65056;50056;1208361
60;18;15;No;4690218;702955;65056;50056;542181
60;18;15;Yes;4690218;2337639;65056;50056;1220291
60;18;16;No;4690218;745021;65056;50056;554111
60;18;16;Yes;4690218;2379706;65056;50056;1232221
60;18;17;No;4690218;787075;65056;50056;566041
60;18;17;Yes;4690218;2421761;65056;50056;1244151
60;18;18;No;4690218;829154;65056;50056;577971
60;18;18;Yes;4690218;2463840;65056;50056;1256081
60;18;19;No;4690218;871208;65056;50056;589901
60;18;19;Yes;4690218;2505895;65056;50056;1268011
60;18;20;No;4690218;913275;65056;50056;601831
60;18;20;Yes;4690218;2547962;65056;50056;1279941
60;18;21;No;4690218;955317;65056;50056;613761
60;18;21;Yes;4690218;2590005;65056;50056;1291871
60;18;22;No;4690218;997395;65056;50056;625691
60;18;22;Yes;4690218;2632084;65056;50056;1303801
60;18;23;No;4690218;1039462;65056;50056;637621
60;18;23;Yes;4690218;2674151;65056;50056;1315731
60;18;24;No;4690218;1081528;65056;50056;649551
60;18;24;Yes;4690218;2716218;65056;50056;1327661
60;18;25;No;4690218;1123583;65056;50056;661481
60;18;25;Yes;4690218;2758273;65056;50056;1339591
60;18;26;No;4690218;1165661;65056;50056;673411
60;18;26;Yes;4690218;2800352;65056;50056;1351521
60;18;27;No;4690218;1207716;65056;50056;685341
60;18;27;Yes;4690218;2842407;65056;50056;1363451
60;18;28;No;4690218;1249794;65056;50056;697271
60;18;28;Yes;4690218;2884487;65056;50056;1375381
60;18;29;No;4690218;1291849;65056;50056;709201
60;18;29;Yes;4690218;2926542;65056;50056;1387311
60;18;30;No;4690218;1333927;65056;50056;721131
60;18;30;Yes;4690218;2968621;65056;50056;1399241
60;18;31;No;4690218;1375970;65056;50056;733061
60;18;31;Yes;4690218;3010664;65056;50056;1411171
60;18;32;No;4690218;1418024;65056;50056;744991
60;18;32;Yes;4690218;3052719;65056;50056;1423101
60;18;33;No;4690218;1460079;65056;50056;756921
60;18;33;Yes;4690218;3094774;65056;50056;1435031
60;18;34;No;4690218;1502158;65056;50056;768851
60;18;34;Yes;4690218;3136854;65056;50056;1446961
60;18;35;No;4690218;1544212;65056;50056;780781
60;18;35;Yes;4690218;3178909;65056;50056;1458891
60;18;36;No;4690218;1586291;65056;50056;792711
60;18;36;Yes;4690218;3220988;65056;50056;1470821
60;18;37;No;4690218;1628334;65056;50056;804641
60;18;37;Yes;4690218;3263031;65056;50056;1482751
60;18;38;No;4690218;1670412;65056;50056;816571
60;18;38;Yes;4690218;3305111;65056;50056;1494681
60;18;39;No;4690218;1712479;65056;50056;828501
60;18;39;Yes;4690218;3347178;65056;50056;1506611
60;18;40;No;4690218;1754546;65056;50056;840431
60;18;40;Yes;4690218;3389245;65056;50056;1518541
60;18;41;No;4690218;1796600;65056;50056;852361
60;18;41;Yes;4690218;3431301;65056;50056;1530471
60;18;42;No;4690218;1838679;65056;50056;864291
60;18;42;Yes;4690218;3473380;65056;50056;1542401
60;18;43;No;4690218;1880734;65056;50056;876221
60;18;43;Yes;4690218;3515435;65056;50056;1554331
60;18;44;No;4690218;1922813;65056;50056;888151
60;18;44;Yes;4690218;3557515;65056;50056;1566261
60;18;45;No;4690218;1964867;65056;50056;900081
60;18;45;Yes;4690218;3599570;65056;50056;1578191
60;18;46;No;4690218;2006946;65056;50056;912011
60;18;46;Yes;4690218;3641649;65056;50056;1590121
60;18;47;No;4690218;2049013;65056;50056;923941
60;18;47;Yes;4690218;3683717;65056;50056;1602051
60;18;48;No;4690218;2091080;65056;50056;935871
60;18;48;Yes;4690218;3725784;65056;50056;1613981
60;18;49;No;4690218;2133135;65056;50056;947801
60;18;49;Yes;4690218;3767840;65056;50056;1625911
60;18;50;No;4690218;2175214;65056;50056;959731
60;18;50;Yes;4690218;3809919;65056;50056;1637841
60;18;51;No;4690218;2217268;65056;50056;971661
60;18;51;Yes;4690218;3851975;65056;50056;1649771
60;18;52;No;4690218;2259347;65056;50056;983591
60;18;52;Yes;4690218;3894054;65056;50056;1661701
60;18;53;No;4690218;2301390;65056;50056;995521
60;18;53;Yes;4690218;3936098;65056;50056;1673631
60;18;54;No;4690218;2343469;65056;50056;1007451
60;18;54;Yes;4690218;3978177;65056;50056;1685561
60;18;55;No;4690218;2385536;65056;50056;1019381
60;18;55;Yes;4690218;4020245;65056;50056;1697491
60;18;56;No;4690218;2427603;65056;50056;1031311
60;18;56;Yes;4690218;4062312;65056;50056;1709421
60;18;57;No;4690218;2469658;65056;50056;1043241
60;18;57;Yes;4690218;4104368;65056;50056;1721351
60;18;58;No;4690218;2511737;65056;50056;1055171
60;18;58;Yes;4690218;4146448;65056;50056;1733281
60;18;59;No;4690218;2553792;65056;50056;1067101
60;18;59;Yes;4690218;4188503;65056;50056;1745211
60;18;60;No;4690218;2595871;65056;50056;1079031
60;18;60;Yes;4690218;4230583;65056;50056;1757141
60;18;61;No;4690218;2637926;65056;50056;1090961
60;18;61;Yes;4690218;4272638;65056;50056;1769071
60;18;62;No;4690218;2680005;65056;50056;1102891
60;18;62;Yes;4690218;4314718;65056;50056;1781001
60;18;63;No;4690218;2722072;65056;50056;1114821
60;18;63;Yes;4690218;4356786;65056;50056;1792931
60;18;64;No;4690218;2764139;65056;50056;1126751
60;18;64;Yes;4690218;4398853;65056;50056;1804861
60;18;65;No;4690218;2806194;65056;50056;1138681
60;18;65;Yes;4690218;4440909;65056;50056;1816791
60;18;66;No;4690218;2848273;65056;50056;1150611
60;18;66;Yes;4690218;4482989;65056;50056;1828721
60;18;67;No;4690218;2890329;65056;50056;1162541
60;18;67;Yes;4690218;4525045;65056;50056;1840651
60;18;68;No;4690218;2932408;65056;50056;1174471
60;18;68;Yes;4690218;4567124;65056;50056;1852581
60;18;69;No;4690218;2974463;65056;50056;1186401
60;18;69;Yes;4690218;4609180;65056;50056;1864511
60;18;70;No;4690218;3016530;65056;50056;1198331
60;18;70;Yes;4690218;4651248;65056;50056;1876441
60;18;71;No;4690218;3058597;65056;50056;1210261
60;18;71;Yes;4690218;4693316;65056;50056;1888371
60;18;72;No;4690218;3100664;65056;50056;1222191
60;18;72;Yes;4690218;4735384;65056;50056;1900301
60;18;73;No;4690218;3142708;65056;50056;1234121
60;18;73;Yes;4690218;4777427;65056;50056;1912231
60;18;74;No;4690218;3184787;65056;50056;1246051
60;18;74;Yes;4690218;4819507;65056;50056;1924161
60;18;75;No;4690218;3226842;65056;50056;1257981
60;18;75;Yes;4690218;4861563;65056;50056;1936091
60;18;76;No;4690218;3268921;65056;50056;1269911
60;18;76;Yes;4690218;4903643;65056;50056;1948021
60;18;77;No;4690218;3310977;65056;50056;1281841
60;18;77;Yes;4690218;4945699;65056;50056;1959951
60;18;78;No;4690218;3353044;65056;50056;1293771
60;18;78;Yes;4690218;4987767;65056;50056;1971881
70;7;1;No;4645698;114004;65056;50056;370831
70;7;1;Yes;4645698;1728215;65056;50056;1040340
70;7;2;No;4645698;156082;65056;50056;382761
70;7;2;Yes;4645698;1770294;65056;50056;1052270
