value,cdf
0.11,0.0015589436597761358
0.11,0.0015667383780750164
0.11,0.001574533096373897
0.11,0.0015823278146727777
0.11,0.0015901225329716584
0.11,0.001597917251270539
0.11,0.0016057119695694197
0.11,0.0016135066878683005
0.11,0.0016213014061671812
0.11,0.0016290961244660618
0.11,0.0016368908427649425
0.11,0.0016446855610638231
0.11,0.0016524802793627038
0.11,0.0016602749976615844
0.11,0.0016680697159604653
0.11,0.001675864434259346
0.11,0.0016836591525582266
0.11,0.0016914538708571072
0.11,0.0016992485891559879
0.11,0.0017070433074548685
0.11,0.0017148380257537492
0.11,0.00172263274405263
0.11,0.0017304274623515107
0.11,0.0017382221806503913
0.11,0.001746016898949272
0.11,0.0017538116172481526
0.11,0.0017616063355470333
0.11,0.001769401053845914
0.11,0.0017771957721447948
0.11,0.0017849904904436754
0.11,0.001792785208742556
0.11,0.0018005799270414367
0.11999999999807187,0.0018083746453403174
0.12,0.001816169363639198
0.12,0.0018239640819380787
0.12,0.0018317588002369593
0.12,0.0018395535185358402
0.12,0.0018473482368347208
0.12,0.0018551429551336015
0.12,0.0018629376734324821
0.12,0.0018707323917313628
0.12,0.0018785271100302434
0.12,0.001886321828329124
0.12,0.001894116546628005
0.12,0.0019019112649268856
0.12,0.0019097059832257663
0.12,0.001917500701524647
0.12,0.0019252954198235275
0.12,0.0019330901381224082
0.12,0.0019408848564212888
0.12,0.0019486795747201697
0.12,0.00195647429301905
0.12,0.001964269011317931
0.12,0.0019720637296168114
0.13,0.0019798584479156925
0.13,0.001987653166214573
0.13,0.001995447884513454
0.13,0.0020032426028123345
0.13,0.002011037321111215
0.13,0.0020188320394100958
0.13,0.0020266267577089764
0.13,0.002034421476007857
0.13,0.0020422161943067377
0.13,0.0020500109126056184
0.13,0.002057805630904499
0.13,0.0020656003492033797
0.13,0.0020733950675022603
0.13,0.002081189785801141
0.13,0.002088984504100022
0.13,0.0020967792223989027
0.13,0.0021045739406977833
0.13,0.002112368658996664
0.13,0.0021201633772955446
0.13,0.0021279580955944253
0.13,0.002135752813893306
0.13,0.0021435475321921866
0.13,0.0021513422504910672
0.13,0.002159136968789948
0.13,0.0021669316870888285
0.13,0.002174726405387709
0.13,0.00218252112368659
0.13,0.0021903158419854705
0.13,0.002198110560284351
0.13,0.002205905278583232
0.13,0.002213699996882113
0.13,0.0022214947151809935
0.13,0.002229289433479874
0.13,0.002237084151778755
0.14,0.0022448788700776354
0.14,0.002252673588376516
0.14,0.0022604683066753967
0.14,0.0022682630249742774
0.14,0.002276057743273158
0.14,0.0022838524615720387
0.14,0.0022916471798709193
0.14,0.0022994418981698
0.14,0.0023072366164686806
0.14,0.0023150313347675617
0.14,0.0023228260530664424
0.14,0.002330620771365323
0.14,0.0023384154896642037
0.14,0.0023462102079630843
0.14,0.002354004926261965
0.14,0.0023617996445608456
0.14,0.0023695943628597262
0.14,0.002377389081158607
0.14,0.0023851837994574875
0.14,0.002392978517756368
0.15,0.002400773236055249
0.15,0.0024085679543541295
0.15,0.00241636267265301
0.15,0.002424157390951891
0.15,0.002431952109250772
0.15,0.0024397468275496525
0.15,0.002447541545848533
0.15,0.002455336264147414
0.15,0.0024631309824462945
0.15,0.002470925700745175
0.15,0.0024787204190440558
0.15,0.0024865151373429364
0.15,0.002494309855641817
0.16,0.0025021045739406977
0.16,0.0025098992922395784
0.16,0.002517694010538459
0.16,0.0025254887288373397
0.16,0.0025332834471362203
0.16,0.0025410781654351014
0.16,0.002548872883733982
0.16,0.0025566676020328627
0.16,0.0025644623203317433
0.16,0.002572257038630624
0.16,0.0025800517569295046
0.16,0.0025878464752283853
0.16,0.002595641193527266
0.16,0.0026034359118261466
0.17,0.0026112306301250272
0.17,0.002619025348423908
0.17,0.0026268200667227885
0.17,0.002634614785021669
0.17,0.00264240950332055
0.17,0.0026502042216194305
0.17,0.0026579989399183115
0.17,0.002665793658217192
0.17,0.002673588376516073
0.17,0.0026813830948149535
0.17,0.002689177813113834
0.17,0.002696972531412715
0.17,0.0027047672497115954
0.17999999999847205,0.002712561968010476
0.18,0.0027203566863093567
0.18,0.0027281514046082374
0.18,0.002735946122907118
0.18,0.0027437408412059987
0.18,0.0027515355595048793
0.18,0.00275933027780376
0.18,0.002767124996102641
0.18,0.0027749197144015217
0.18,0.0027827144327004024
0.18,0.002790509150999283
0.18,0.0027983038692981636
0.18,0.0028060985875970443
0.18,0.002813893305895925
0.18,0.0028216880241948056
0.18,0.0028294827424936862
0.18,0.002837277460792567
0.18,0.0028450721790914475
0.18,0.002852866897390328
0.18,0.002860661615689209
0.18,0.0028684563339880895
0.18,0.00287625105228697
0.18,0.002884045770585851
0.19,0.002891840488884732
0.19,0.0028996352071836125
0.19,0.002907429925482493
0.19,0.002915224643781374
0.19,0.0029230193620802545
0.19,0.002930814080379135
0.19,0.0029386087986780158
0.19,0.0029464035169768964
0.19,0.002954198235275777
0.19,0.0029619929535746577
0.19,0.0029697876718735383
0.19,0.002977582390172419
0.19,0.0029853771084712996
0.19,0.0029931718267701807
0.19,0.0030009665450690614
0.19,0.003008761263367942
0.19,0.0030165559816668227
0.19,0.0030243506999657033
0.19,0.003032145418264584
0.19,0.0030399401365634646
0.19,0.0030477348548623453
0.19,0.003055529573161226
0.19,0.0030633242914601066
0.19,0.003071119009758987
0.19,0.003078913728057868
0.19,0.0030867084463567485
0.19,0.003094503164655629
0.19,0.00310229788295451
0.19,0.003110092601253391
0.19,0.0031178873195522715
0.19,0.003125682037851152
0.19,0.003133476756150033
0.2,0.0031412714744489135
0.2,0.003149066192747794
0.2,0.0031568609110466748
0.2,0.0031646556293455554
0.2,0.003172450347644436
0.2,0.0031802450659433167
0.2,0.0031880397842421974
0.2,0.003195834502541078
0.2,0.0032036292208399587
0.2,0.0032114239391388393
0.2,0.0032192186574377204
0.2,0.003227013375736601
0.2,0.0032348080940354817
0.2,0.0032426028123343623
0.2,0.003250397530633243
0.2,0.0032581922489321236
0.2,0.0032659869672310043
0.2,0.003273781685529885
0.2,0.0032815764038287656
0.2,0.0032893711221276462
0.2,0.003297165840426527
0.2,0.0033049605587254075
0.21,0.003312755277024288
0.21,0.003320549995323169
0.21,0.00332834471362205
0.21,0.0033361394319209306
0.21,0.003343934150219811
0.21,0.003351728868518692
0.21,0.0033595235868175725
0.21,0.003367318305116453
0.21,0.003375113023415334
0.21,0.0033829077417142145
0.22,0.003390702460013095
0.22,0.0033984971783119758
0.22,0.0034062918966108564
0.22,0.003414086614909737
0.22,0.0034218813332086177
0.22,0.0034296760515074983
0.22,0.003437470769806379
0.22,0.00344526548810526
0.22,0.0034530602064041407
0.22,0.0034608549247030214
0.22,0.003468649643001902
0.22,0.0034764443613007827
0.22,0.0034842390795996633
0.22,0.003492033797898544
0.22,0.0034998285161974246
0.22,0.0035076232344963053
0.22,0.003515417952795186
0.22,0.0035232126710940666
0.22,0.003531007389392947
0.23,0.003538802107691828
0.23,0.0035465968259907085
0.23,0.0035543915442895896
0.23,0.0035621862625884702
0.23,0.003569980980887351
0.23,0.0035777756991862315
0.23,0.003585570417485112
0.23,0.003593365135783993
0.23,0.0036011598540828735
0.23,0.003608954572381754
0.23,0.0036167492906806348
0.23,0.0036245440089795154
0.23,0.003632338727278396
0.23,0.0036401334455772767
0.23,0.0036479281638761574
0.23,0.003655722882175038
0.23,0.0036635176004739187
0.23,0.0036713123187727997
0.23,0.0036791070370716804
0.23,0.003686901755370561
0.23,0.0036946964736694417
0.24,0.0037024911919683223
0.24,0.003710285910267203
0.24,0.0037180806285660836
0.24,0.0037258753468649643
0.24,0.003733670065163845
0.24,0.0037414647834627256
0.24,0.0037492595017616062
0.24,0.003757054220060487
0.24,0.0037648489383593675
0.24,0.003772643656658248
0.24,0.0037804383749571293
0.24,0.00378823309325601
0.24,0.0037960278115548906
0.24,0.003803822529853771
0.25,0.003811617248152652
0.25,0.0038194119664515325
0.25,0.003827206684750413
0.25,0.003835001403049294
0.25,0.0038427961213481744
0.25,0.003850590839647055
0.25,0.0038583855579459357
0.25,0.0038661802762448164
0.25,0.003873974994543697
0.25,0.0038817697128425777
0.25,0.0038895644311414583
0.25,0.0038973591494403394
0.25,0.00390515386773922
0.25,0.0039129485860381
0.25,0.003920743304336981
0.25,0.003928538022635862
0.25,0.003936332740934742
0.25,0.003944127459233623
0.26,0.003951922177532504
0.26,0.003959716895831385
0.26,0.003967511614130266
0.26,0.003975306332429146
0.26,0.003983101050728027
0.26,0.003990895769026908
0.26,0.003998690487325788
0.26,0.004006485205624669
0.26,0.00401427992392355
0.27,0.00402207464222243
0.27,0.004029869360521311
0.27,0.0040376640788201915
0.27,0.004045458797119072
0.27,0.004053253515417953
0.27,0.0040610482337168335
0.27,0.004068842952015714
0.27,0.004076637670314595
0.27,0.004084432388613475
0.27,0.004092227106912356
0.27,0.004100021825211237
0.27,0.004107816543510117
0.28,0.004115611261808998
0.28,0.004123405980107879
0.28,0.004131200698406759
0.28,0.00413899541670564
0.28,0.004146790135004521
0.28,0.004154584853303401
0.28,0.004162379571602282
0.28999999999814463,0.0041701742899011626
0.29,0.004177969008200044
0.29,0.004185763726498925
0.29,0.004193558444797805
0.29,0.004201353163096686
0.29,0.004209147881395567
0.29,0.004216942599694447
0.29,0.004224737317993328
0.29,0.004232532036292209
0.29,0.004240326754591089
0.29,0.00424812147288997
0.2999999999965439,0.0042559161911888506
0.3,0.004263710909487731
0.3,0.004271505627786612
0.3,0.0042793003460854925
0.3,0.004287095064384373
0.3,0.004294889782683254
0.3,0.0043026845009821344
0.3,0.004310479219281015
0.3,0.004318273937579896
0.3,0.004326068655878776
0.3,0.004333863374177657
0.3,0.004341658092476538
0.3,0.004349452810775418
0.31,0.004357247529074299
0.31,0.00436504224737318
0.31,0.00437283696567206
0.31,0.004380631683970941
0.31,0.004388426402269822
0.31,0.004396221120568702
0.31,0.004404015838867584
0.31,0.004411810557166464
0.31,0.004419605275465345
0.31,0.004427399993764226
0.31,0.004435194712063106
0.31,0.004442989430361987
0.31,0.004450784148660868
0.31,0.004458578866959748
0.31,0.004466373585258629
0.31,0.00447416830355751
0.31,0.00448196302185639
0.31,0.004489757740155271
0.32,0.0044975524584541515
0.32,0.004505347176753032
0.32,0.004513141895051913
0.32,0.0045209366133507935
0.32,0.004528731331649674
0.32,0.004536526049948555
0.32,0.004544320768247435
0.32,0.004552115486546316
0.32,0.004559910204845197
0.32,0.004567704923144077
0.32,0.004575499641442958
0.32,0.004583294359741839
0.32,0.004591089078040719
0.32,0.0045988837963396
0.32,0.004606678514638481
0.32,0.004614473232937361
0.33,0.004622267951236242
0.33,0.004630062669535123
0.33,0.004637857387834004
0.33,0.004645652106132885
0.33,0.004653446824431765
0.33,0.004661241542730646
0.33,0.004669036261029527
0.33,0.004676830979328407
0.33,0.004684625697627288
0.33,0.004692420415926169
0.33,0.004700215134225049
0.33,0.00470800985252393
0.33,0.0047158045708228105
0.33,0.004723599289121691
0.34,0.004731394007420572
0.34,0.0047391887257194525
0.34,0.004746983444018333
0.34,0.004754778162317214
0.34,0.0047625728806160944
0.34,0.004770367598914975
0.34,0.004778162317213856
0.34,0.004785957035512736
0.34,0.004793751753811617
0.34,0.004801546472110498
0.34,0.004809341190409378
0.34,0.004817135908708259
0.35,0.00482493062700714
0.35,0.00483272534530602
0.35,0.004840520063604901
0.35,0.004848314781903782
0.35,0.004856109500202663
0.35,0.004863904218501544
0.35,0.004871698936800424
0.35,0.004879493655099305
0.35,0.004887288373398186
0.35,0.004895083091697066
0.35,0.004902877809995947
0.35,0.004910672528294828
0.35,0.004918467246593708
0.35,0.004926261964892589
0.35,0.00493405668319147
0.35,0.00494185140149035
0.35,0.004949646119789231
0.35,0.0049574408380881115
0.36,0.004965235556386992
0.36,0.004973030274685873
0.36,0.0049808249929847535
0.36,0.004988619711283634
0.36,0.004996414429582515
0.36,0.005004209147881395
0.36,0.005012003866180276
0.36,0.005019798584479157
0.36,0.005027593302778037
0.36,0.005035388021076918
0.36,0.005043182739375799
0.36,0.005050977457674679
0.36,0.00505877217597356
0.36,0.005066566894272441
0.36,0.005074361612571321
0.36,0.005082156330870203
0.36,0.005089951049169083
0.36,0.005097745767467964
0.36,0.005105540485766845
0.36999999999989086,0.005113335204065725
0.37,0.005121129922364606
0.37,0.005128924640663487
0.37,0.005136719358962367
0.37,0.005144514077261248
0.37,0.005152308795560129
0.37,0.005160103513859009
0.37,0.00516789823215789
0.37,0.0051756929504567705
0.37,0.005183487668755651
0.37,0.005191282387054532
0.37,0.0051990771053534125
0.37,0.005206871823652293
0.37,0.005214666541951174
0.37,0.0052224612602500544
0.37,0.005230255978548935
0.37,0.005238050696847816
0.37,0.005245845415146696
0.37,0.005253640133445577
0.37,0.005261434851744458
0.37,0.005269229570043338
0.38,0.005277024288342219
0.38,0.0052848190066411
0.38,0.00529261372493998
0.38,0.005300408443238861
0.38,0.0053082031615377424
0.38,0.005315997879836623
0.38,0.005323792598135504
0.38,0.005331587316434384
0.38,0.005339382034733265
0.38,0.005347176753032146
0.38,0.005354971471331026
0.38,0.005362766189629907
0.38,0.005370560907928788
0.38,0.005378355626227668
0.38,0.005386150344526549
0.38,0.00539394506282543
0.38,0.00540173978112431
0.38,0.005409534499423191
0.38,0.0054173292177220715
0.38,0.005425123936020952
0.38,0.005432918654319833
0.38,0.0054407133726187135
0.38,0.005448508090917594
0.38,0.005456302809216475
0.38,0.005464097527515355
0.38,0.005471892245814236
0.39,0.005479686964113117
0.39,0.005487481682411997
0.39,0.005495276400710878
0.39,0.005503071119009759
0.39,0.005510865837308639
0.39,0.00551866055560752
0.39,0.005526455273906401
0.39,0.005534249992205282
0.39,0.005542044710504163
0.39,0.005549839428803043
0.39,0.005557634147101924
0.39,0.005565428865400805
0.39,0.005573223583699685
0.39,0.005581018301998566
0.39,0.005588813020297447
0.39,0.005596607738596327
0.39,0.005604402456895208
0.39,0.005612197175194089
0.39,0.005619991893492969
0.39,0.00562778661179185
0.39,0.0056355813300907305
0.3999999999969077,0.005643376048389611
0.4,0.005651170766688492
0.4,0.0056589654849873725
0.4,0.005666760203286253
0.4,0.005674554921585134
0.4,0.005682349639884014
0.4,0.005690144358182895
0.4,0.005697939076481776
0.4,0.005705733794780656
0.4,0.005713528513079537
0.4,0.005721323231378418
0.4,0.005729117949677298
0.4,0.005736912667976179
0.4,0.00574470738627506
0.4,0.00575250210457394
0.4,0.005760296822872822
0.4,0.005768091541171702
0.4,0.005775886259470583
0.4,0.005783680977769464
0.4,0.005791475696068344
0.4,0.005799270414367225
0.4,0.005807065132666106
0.4,0.005814859850964986
0.4,0.005822654569263867
0.4,0.005830449287562748
0.4,0.005838244005861628
0.4,0.005846038724160509
0.41,0.0058538334424593896
0.41,0.00586162816075827
0.41,0.005869422879057151
0.41,0.0058772175973560315
0.41,0.005885012315654912
0.41,0.005892807033953793
0.41,0.0059006017522526735
0.41,0.005908396470551554
0.41,0.005916191188850435
0.41,0.005923985907149315
0.41,0.005931780625448196
0.41,0.005939575343747077
0.41,0.005947370062045957
0.41,0.005955164780344838
0.41,0.005962959498643719
0.41,0.005970754216942599
0.41,0.00597854893524148
0.41,0.0059863436535403615
0.41,0.005994138371839242
0.41,0.006001933090138123
0.41,0.006009727808437003
0.41,0.006017522526735884
0.41,0.006025317245034765
0.41,0.006033111963333645
0.41,0.006040906681632526
0.41,0.006048701399931407
0.41,0.006056496118230287
0.41,0.006064290836529168
0.42,0.006072085554828049
0.42,0.006079880273126929
0.42,0.00608767499142581
0.42,0.0060954697097246905
0.42,0.006103264428023571
0.42,0.006111059146322452
0.42,0.0061188538646213325
0.42,0.006126648582920213
0.42,0.006134443301219094
0.42,0.006142238019517974
0.42,0.006150032737816855
0.42,0.006157827456115736
0.42,0.006165622174414616
0.42,0.006173416892713497
0.42,0.006181211611012378
0.42,0.006189006329311258
0.42,0.006196801047610139
0.42,0.00620459576590902
0.42,0.006212390484207901
0.42,0.006220185202506782
0.42,0.006227979920805662
0.43,0.006235774639104543
0.43,0.006243569357403424
0.43,0.006251364075702304
0.43,0.006259158794001185
0.43,0.006266953512300066
0.43,0.006274748230598946
0.43,0.006282542948897827
0.43,0.006290337667196708
0.43,0.006298132385495588
0.43,0.006305927103794469
0.43,0.0063137218220933496
0.43,0.00632151654039223
0.43,0.006329311258691111
0.43,0.0063371059769899915
0.43,0.006344900695288872
0.43,0.006352695413587753
0.43,0.0063604901318866335
0.43,0.006368284850185514
0.43,0.006376079568484395
0.43,0.006383874286783275
0.43,0.006391669005082156
0.43,0.006399463723381037
0.43,0.006407258441679917
0.43,0.006415053159978798
0.43,0.006422847878277679
0.43,0.00643064259657656
0.43,0.006438437314875441
0.43,0.0064462320331743215
0.44,0.006454026751473202
0.44,0.006461821469772083
0.44,0.006469616188070963
0.44,0.006477410906369844
0.44,0.006485205624668725
0.44,0.006493000342967605
0.44,0.006500795061266486
0.44,0.006508589779565367
0.44,0.006516384497864247
0.44,0.006524179216163128
0.44,0.006531973934462009
0.44,0.006539768652760889
0.44,0.00654756337105977
0.44,0.0065553580893586505
0.44,0.006563152807657531
0.44,0.006570947525956412
0.44,0.0065787422442552925
0.44,0.006586536962554173
0.44,0.006594331680853054
0.44,0.006602126399151934
0.44,0.006609921117450815
0.44,0.006617715835749696
0.44,0.006625510554048576
0.44,0.006633305272347457
0.45,0.006641099990646338
0.45,0.006648894708945218
0.45,0.0066566894272441
0.45,0.0066644841455429805
0.45,0.006672278863841861
0.45,0.006680073582140742
0.45,0.006687868300439622
0.45,0.006695663018738503
0.45,0.006703457737037384
0.45,0.006711252455336264
0.45,0.006719047173635145
0.45,0.006726841891934026
0.45,0.006734636610232906
0.45,0.006742431328531787
0.45,0.006750226046830668
0.45,0.006758020765129548
0.45,0.006765815483428429
0.45,0.0067736102017273096
0.45,0.00678140492002619
0.45,0.006789199638325071
0.45,0.0067969943566239515
0.45,0.006804789074922832
0.45,0.006812583793221713
0.46,0.0068203785115205934
0.46,0.006828173229819474
0.46,0.006835967948118355
0.46,0.006843762666417235
0.46,0.006851557384716116
0.46,0.006859352103014997
0.46,0.006867146821313877
0.46,0.006874941539612758
0.46,0.0068827362579116395
0.46,0.00689053097621052
0.46,0.006898325694509401
0.46,0.0069061204128082814
0.46,0.006913915131107162
0.46,0.006921709849406043
0.46,0.006929504567704923
0.46,0.006937299286003804
0.46,0.006945094004302685
0.46,0.006952888722601565
0.46,0.006960683440900446
0.46,0.006968478159199327
0.46,0.006976272877498207
0.46,0.006984067595797088
0.46,0.006991862314095969
0.46,0.006999657032394849
0.46,0.00700745175069373
0.46,0.0070152464689926105
0.47,0.007023041187291491
0.47,0.007030835905590372
0.47,0.0070386306238892525
0.47,0.007046425342188133
0.47,0.007054220060487014
0.47,0.007062014778785894
0.47,0.007069809497084775
0.47,0.007077604215383656
0.47,0.007085398933682536
0.47,0.007093193651981417
0.47,0.007100988370280298
0.47,0.007108783088579179
0.47,0.00711657780687806
0.47,0.0071243725251769405
0.47,0.007132167243475821
0.47,0.007139961961774702
0.47,0.007147756680073582
0.47,0.007155551398372463
0.47,0.007163346116671344
0.47,0.007171140834970224
0.47,0.007178935553269105
0.47,0.007186730271567986
0.47,0.007194524989866866
0.47,0.007202319708165747
0.47,0.007210114426464628
0.47,0.007217909144763508
0.47,0.007225703863062389
0.47,0.0072334985813612696
0.47999999999865395,0.00724129329966015
0.48,0.007249088017959031
0.48,0.0072568827362579115
0.48,0.007264677454556792
0.48,0.007272472172855673
0.48,0.0072802668911545534
0.48,0.007288061609453434
0.48,0.007295856327752315
0.48,0.007303651046051195
0.48,0.007311445764350076
0.48,0.007319240482648957
0.48,0.007327035200947837
0.48,0.007334829919246719
0.48,0.0073426246375455995
0.48,0.00735041935584448
0.48,0.007358214074143361
0.48,0.0073660087924422414
0.48,0.007373803510741122
0.48,0.007381598229040003
0.48,0.007389392947338883
0.48,0.007397187665637764
0.48,0.007404982383936645
0.48,0.007412777102235525
0.48,0.007420571820534406
0.48,0.007428366538833287
0.48,0.007436161257132167
0.48,0.007443955975431048
0.49,0.007451750693729929
0.49,0.007459545412028809
0.49,0.00746734013032769
0.49,0.0074751348486265705
0.49,0.007482929566925451
0.49,0.007490724285224332
0.49,0.0074985190035232125
0.49,0.007506313721822093
0.49,0.007514108440120974
0.49,0.007521903158419854
0.49,0.007529697876718735
0.49,0.007537492595017616
0.49,0.007545287313316496
0.49,0.007553082031615377
0.49,0.0075608767499142585
0.49,0.007568671468213139
0.49,0.00757646618651202
0.49,0.0075842609048109005
0.49,0.007592055623109781
0.4900000000016007,0.007599850341408662
0.5,0.007607645059707542
0.5,0.007615439778006423
0.5,0.007623234496305304
0.5,0.007631029214604184
0.5,0.007638823932903065
0.5,0.007646618651201946
0.5,0.007654413369500826
0.5,0.007662208087799707
0.5,0.007670002806098588
0.5,0.007677797524397468
0.5,0.007685592242696349
0.5,0.0076933869609952295
0.5,0.00770118167929411
0.5,0.007708976397592991
0.5,0.0077167711158918715
0.5,0.007724565834190752
0.5,0.007732360552489633
0.5,0.0077401552707885134
0.5,0.007747949989087394
0.5,0.007755744707386275
0.5,0.007763539425685155
0.5,0.007771334143984036
0.5,0.007779128862282917
0.5,0.007786923580581798
0.5,0.007794718298880679
0.5,0.0078025130171795595
0.5,0.00781030773547844
0.5,0.00781810245377732
0.5,0.0078258971720762
0.5,0.007833691890375081
0.5,0.007841486608673962
0.5000000000009095,0.007849281326972843
0.51,0.007857076045271723
0.51,0.007864870763570604
0.51,0.007872665481869484
0.51,0.007880460200168365
0.51,0.007888254918467246
0.51,0.007896049636766126
0.51,0.007903844355065009
0.51,0.00791163907336389
0.51,0.00791943379166277
0.51,0.00792722850996165
0.51,0.007935023228260531
0.51,0.007942817946559412
0.51,0.007950612664858293
0.51,0.007958407383157173
0.51,0.007966202101456054
0.51,0.007973996819754935
0.51,0.007981791538053815
0.51,0.007989586256352696
0.51,0.007997380974651577
0.51,0.008005175692950457
0.51,0.008012970411249338
0.51,0.008020765129548219
0.51,0.0080285598478471
0.51,0.00803635456614598
0.51,0.00804414928444486
0.51,0.008051944002743741
0.52,0.008059738721042622
0.52,0.008067533439341502
0.52,0.008075328157640383
0.52,0.008083122875939264
0.52,0.008090917594238144
