value_hours,cdf
2.0434446057087565,0.0005162622612287042
2.176230769230769,0.0010325245224574084
2.241135881104034,0.0015487867836861124
2.3910147392290253,0.002065049044914817
2.5469449485783424,0.002581311306143521
2.6319029850746265,0.003097573567372225
2.7565557729941292,0.0036138358286009293
2.809805890227577,0.004130098089829634
2.829233870967742,0.004646360351058337
2.838340053763441,0.005162622612287042
2.8388326585695007,0.005678884873515746
2.852777777777778,0.00619514713474445
2.902057613168724,0.006711409395973154
2.903202479338843,0.007227671657201859
2.9718926553672316,0.007743933918430563
2.9919871794871793,0.008260196179659268
3.123666666666667,0.008776458440887971
3.1841251885369535,0.009292720702116675
3.21219696969697,0.00980898296334538
3.2319540229885058,0.010325245224574084
3.2358737490377214,0.010841507485802787
3.2374518860662045,0.011357769747031492
3.250848765432099,0.011874032008260196
3.289018691588785,0.0123902942694889
3.3027777777777776,0.012906556530717605
3.3203529411764707,0.013422818791946308
3.3461295418641392,0.013939081053175014
3.411501210653753,0.014455343314403717
3.4166666666666665,0.014971605575632421
3.4631100082712987,0.015487867836861126
3.501870324189526,0.01600413009808983
3.6029914529914526,0.016520392359318535
3.61982905982906,0.017036654620547237
3.624718614718615,0.017552916881775942
3.666362847222222,0.018069179143004648
3.712938596491228,0.01858544140423335
3.7612600536193033,0.019101703665462055
3.787927927927928,0.01961796592669076
3.8063963963963965,0.020134228187919462
3.8212285456187893,0.020650490449148167
3.827367941712204,0.021166752710376872
3.8935364727608497,0.021683014971605574
3.8956944444444446,0.02219927723283428
3.908659217877095,0.022715539494062985
3.910972222222222,0.023231801755291687
3.9485915492957746,0.023748064016520392
3.9501872659176027,0.024264326277749097
3.9615675165250237,0.0247805885389778
3.965627950897073,0.025296850800206504
3.970491029272899,0.02581311306143521
3.9867619047619045,0.02632937532266391
3.99782196969697,0.026845637583892617
3.998390151515151,0.027361899845121322
4.001619047619047,0.027878162106350027
4.016045845272206,0.02839442436757873
4.020893371757925,0.028910686628807435
4.038856868395773,0.02942694889003614
4.040655105973025,0.029943211151264842
4.043948126801152,0.030459473412493547
4.051111111111111,0.030975735673722252
4.061860940695296,0.03149199793495096
4.0743926141885325,0.03200826019617966
4.0743961352657,0.03252452245740836
4.090697674418604,0.03304078471863707
4.091959064327485,0.03355704697986577
4.101608187134503,0.034073309241094474
4.103061224489796,0.03458957150232318
4.1105083088954055,0.035105833763551884
4.112329434697855,0.035622096024780586
4.119493177387914,0.036138358286009295
4.120359572400389,0.036654620547238
4.125686274509804,0.0371708828084667
4.140631163708087,0.03768714506969541
4.142969518190758,0.03820340733092411
4.145702306079665,0.03871966959215281
4.14578431372549,0.03923593185338152
4.147435897435897,0.03975219411461022
4.158037475345168,0.040268456375838924
4.160453648915188,0.04078471863706763
4.164292779426311,0.041300980898296334
4.17405753968254,0.041817243159525036
4.175744047619047,0.042333505420753745
4.178353057199211,0.04284976768198245
4.194461077844311,0.04336602994321115
4.200995024875622,0.04388229220443986
4.218918918918919,0.04439855446566856
4.224572649572649,0.04491481672689726
4.231731731731732,0.04543107898812597
4.257150050352467,0.04594734124935467
4.260252525252525,0.04646360351058337
4.287883435582822,0.04697986577181208
4.308997955010225,0.047496128033040784
4.311707566462167,0.048012390294269486
4.313854805725971,0.048528652555498195
4.318717948717949,0.049044914816726896
4.327314814814815,0.0495611770779556
4.338183694530444,0.05007743933918431
4.3409979423868315,0.05059370160041301
4.342311661506708,0.05110996386164171
4.349279835390946,0.05162622612287042
4.360319917440661,0.05214248838409912
4.364953271028037,0.05265875064532782
4.388385416666667,0.05317501290655653
4.416771819137749,0.053691275167785234
4.42479035639413,0.05420753742901394
4.425867507886435,0.054723799690242644
4.4321766561514195,0.055240061951471346
4.437749737118822,0.055756324212700055
4.447837552742616,0.05627258647392876
4.463280423280423,0.05678884873515746
4.474494142705005,0.05730511099638617
4.481794055201698,0.05782137325761487
4.488783068783069,0.05833763551884357
4.49898177920686,0.05885389778007228
4.503854875283447,0.05937016004130098
4.506202804746494,0.059886422302529684
4.52258064516129,0.06040268456375839
4.533712121212122,0.060918946824987094
4.539015151515152,0.061435209086215796
4.557871878393051,0.061951471347444505
4.569335511982571,0.06246773360867321
4.587418300653595,0.06298399586990192
4.590491803278689,0.06350025813113061
4.592786885245902,0.06401652039235932
4.597004357298475,0.06453278265358803
4.5992299229923,0.06504904491481672
4.60016447368421,0.06556530717604543
4.601311475409836,0.06608156943727414
4.61123903508772,0.06659783169850284
4.616391639163917,0.06711409395973154
4.622992299229923,0.06763035622096025
4.626973684210526,0.06814661848218895
4.633333333333334,0.06866288074341766
4.633333333333334,0.06917914300464637
4.637828947368421,0.06969540526587506
4.641694169416942,0.07021166752710377
4.651993355481728,0.07072792978833248
4.652814569536424,0.07124419204956117
4.6570921985815605,0.07176045431078988
4.661111111111111,0.07227671657201859
4.662969094922737,0.07279297883324728
4.67257174392936,0.073309241094476
4.674055555555555,0.0738255033557047
4.689297658862876,0.0743417656169334
4.691973244147157,0.0748580278781621
4.694905869324474,0.07537429013939081
4.696666666666666,0.07589055240061951
4.697055555555556,0.07640681466184822
4.709876543209877,0.07692307692307693
4.726532887402452,0.07743933918430562
4.728900112233445,0.07795560144553433
4.734680134680135,0.07847186370676304
4.7370370370370365,0.07898812596799173
4.739169472502806,0.07950438822922044
4.758700564971751,0.08002065049044915
4.7635698198198195,0.08053691275167785
4.784474885844749,0.08105317501290656
4.796075085324232,0.08156943727413526
4.813755707762557,0.08208569953536396
4.823448275862069,0.08260196179659267
4.824054982817869,0.08311822405782138
4.82880870561283,0.08363448631905007
